gia_ban,dien_tich,loai_hinh,giay_to_phap_ly,so_phong_ngu,so_phong_ve_sinh,tong_so_tang,tinh_trang_noi_that,dac_diem,chieu_ngang,chieu_dai,e_Quận Gò Vấp,e_Quận Phú Nhuận
6.95,37.0,0,5,3.0,3.0,4.0,3,2,3.7,10.0,0.0,0.0
5.45,52.0,0,5,3.0,3.0,5.0,3,7,4.0,13.0,0.0,0.0
5.25,48.0,0,5,2.0,2.0,3.0,1,6,4.0,12.0,0.0,0.0
5.68,35.0,0,5,3.0,3.0,3.0,3,6,3.5,10.0,0.0,0.0
11.2,64.0,0,5,5.0,5.0,4.0,3,7,4.2,15.5,0.0,0.0
7.88,32.0,3,5,4.0,4.0,3.0,1,6,3.0,12.0,0.0,0.0
4.75,30.0,0,5,2.0,2.0,2.0,1,2,3.2,9.3,0.0,0.0
20.0,135.0,0,5,5.0,5.0,3.0,2,7,7.5,21.0,0.0,0.0
5.0,33.0,0,5,2.0,3.0,2.0,3,7,4.0,10.0,0.0,0.0
6.95,37.0,0,5,3.0,4.0,4.0,1,7,3.0,10.0,0.0,0.0
4.8,46.0,0,5,1.0,3.0,3.0,1,0,4.0,13.0,0.0,0.0
12.8,60.0,3,5,8.0,6.0,7.0,4,6,3.8,16.0,0.0,0.0
3.45,21.0,0,5,1.0,3.0,3.0,1,6,4.0,12.0,0.0,0.0
10.0,50.0,0,5,3.0,3.0,2.0,1,7,3.5,15.0,0.0,0.0
3.8,53.0,0,5,2.0,1.0,1.0,3,6,5.0,11.0,0.0,0.0
7.6,50.0,3,5,4.0,3.0,3.0,1,7,4.0,12.0,0.0,0.0
4.68,32.0,0,5,2.0,2.0,3.0,1,2,4.0,8.0,0.0,0.0
5.45,35.0,0,5,3.0,3.0,4.0,3,6,4.0,9.0,0.0,0.0
6.9,37.0,0,5,3.0,4.0,4.0,1,6,4.0,12.0,0.0,0.0
5.68,30.0,0,5,3.0,3.0,3.0,4,2,3.1,10.0,0.0,0.0
6.0,47.8,0,5,2.0,2.0,1.0,3,2,4.0,11.0,0.0,0.0
2.0,20.0,0,5,2.0,1.0,2.0,2,6,4.0,5.0,0.0,0.0
2.35,20.0,0,5,2.0,1.0,3.0,1,2,4.0,12.0,0.0,0.0
14.5,91.0,3,5,4.0,3.0,3.0,1,7,4.0,12.0,0.0,0.0
8.0,68.4,0,5,4.0,5.0,2.0,4,7,5.7,12.0,0.0,0.0
18.0,110.0,0,5,4.0,3.0,4.0,1,2,5.5,20.0,0.0,0.0
18.6,100.0,0,5,1.0,1.0,1.0,2,7,6.7,15.0,0.0,0.0
2.45,21.0,0,5,2.0,2.0,3.0,1,2,4.0,12.0,0.0,0.0
6.95,36.0,0,5,3.0,4.0,3.0,1,6,4.0,12.0,0.0,0.0
5.68,23.0,0,5,2.0,3.0,5.0,3,2,3.7,6.0,0.0,0.0
4.48,36.0,0,5,2.0,2.0,2.0,1,2,4.0,9.0,0.0,0.0
6.95,37.0,0,5,3.0,4.0,3.0,1,7,4.0,12.0,0.0,0.0
6.28,43.0,0,5,2.0,2.0,2.0,2,2,4.5,10.0,0.0,0.0
6.78,59.0,0,5,3.0,2.0,2.0,3,6,3.4,17.0,0.0,0.0
4.6,25.0,0,5,2.0,1.0,3.0,1,7,5.5,5.0,0.0,0.0
3.98,32.0,0,5,2.0,2.0,2.0,1,2,4.0,12.0,0.0,0.0
8.54,40.0,0,5,3.0,2.0,2.0,4,7,4.0,10.0,0.0,0.0
22.0,75.0,3,5,5.0,3.0,3.0,1,2,3.7,21.0,0.0,0.0
3.98,35.0,0,5,2.0,2.0,3.0,3,2,5.0,7.0,0.0,0.0
9.95,50.0,3,5,4.0,3.0,2.0,1,7,6.7,12.0,0.0,0.0
5.35,22.0,0,5,2.0,3.0,4.0,4,2,4.0,12.0,0.0,0.0
6.0,52.0,0,5,3.0,3.0,1.0,4,7,4.2,12.5,0.0,0.0
6.868,36.0,0,5,5.0,3.0,3.0,1,2,3.6,10.0,0.0,0.0
7.78,36.0,0,5,3.0,3.0,3.0,3,2,3.5,12.0,0.0,0.0
7.9,40.0,0,5,4.0,5.0,3.0,1,7,4.0,12.0,0.0,0.0
4.5,26.0,0,5,2.0,2.0,2.0,1,2,4.0,12.0,0.0,0.0
1.9,10.0,0,5,2.0,1.0,3.0,1,6,2.5,3.8,0.0,0.0
3.95,34.0,0,5,2.0,3.0,2.0,1,2,3.8,9.0,0.0,0.0
7.0,48.7,0,5,3.0,2.0,3.0,3,2,5.0,12.0,0.0,0.0
7.0,79.5,0,5,3.0,2.0,3.0,3,7,5.25,16.6,0.0,0.0
4.77,25.3,0,5,2.0,2.0,2.0,4,2,4.0,12.0,0.0,0.0
3.98,32.0,0,5,2.0,2.0,3.0,4,2,4.0,12.0,0.0,0.0
4.5,27.0,0,5,2.0,3.0,3.0,3,7,3.0,9.0,0.0,0.0
22.0,90.0,3,5,6.0,5.0,3.0,2,2,4.0,23.0,0.0,0.0
22.0,100.0,3,5,7.0,6.0,4.0,3,2,4.0,25.0,0.0,0.0
3.68,41.9,0,5,3.0,4.0,3.0,0,7,4.0,12.0,0.0,0.0
9.9,60.0,0,5,5.0,3.0,5.0,3,2,6.0,15.0,0.0,0.0
4.58,55.0,0,5,2.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.5,90.0,0,5,2.0,2.0,1.0,3,7,5.7,15.5,0.0,0.0
5.45,60.0,0,5,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.0,81.0,0,5,2.0,2.0,1.0,3,5,4.5,18.0,0.0,0.0
28.0,110.0,3,5,3.0,3.0,3.0,1,2,10.0,12.0,0.0,0.0
11.0,114.0,0,5,10.0,6.0,4.0,3,2,4.0,12.0,0.0,0.0
7.9,60.0,0,5,3.0,3.0,2.0,1,7,4.2,14.5,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
7.9,72.0,0,5,2.0,2.0,2.0,3,2,9.0,12.0,0.0,0.0
1.9,10.0,0,5,2.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
3.98,33.0,0,5,2.0,2.0,3.0,1,2,4.0,12.0,0.0,0.0
4.8,45.0,0,5,2.0,3.0,2.0,2,2,4.0,12.0,0.0,0.0
3.98,32.0,0,5,2.0,2.0,2.0,1,2,5.3,7.0,0.0,0.0
4.7,43.0,0,5,1.0,1.0,2.0,1,2,3.5,12.0,0.0,0.0
12.9,85.0,2,5,5.0,3.0,4.0,3,7,5.0,17.0,0.0,0.0
6.45,45.0,0,5,3.0,3.0,2.0,3,6,5.0,9.0,0.0,0.0
3.79,54.0,0,5,2.0,2.0,1.0,3,2,4.0,12.0,0.0,0.0
2.44,21.0,0,5,2.0,2.0,2.0,3,2,4.0,12.0,0.0,0.0
2.59,29.0,0,5,2.0,1.0,2.0,3,2,4.0,12.0,0.0,0.0
7.0,54.0,0,5,3.0,3.0,3.0,3,2,3.2,17.0,0.0,0.0
10.0,106.0,2,5,1.0,1.0,3.0,1,7,4.1,26.0,0.0,0.0
3.98,37.1,0,5,2.0,2.0,2.0,4,2,5.3,7.0,0.0,0.0
6.95,40.0,0,5,3.0,4.0,4.0,3,7,4.0,10.0,0.0,0.0
5.1,33.0,0,5,1.0,1.0,2.0,1,6,3.2,10.0,0.0,0.0
4.55,24.0,0,5,1.0,1.0,2.0,1,2,3.6,7.0,0.0,0.0
7.28,60.0,0,5,3.0,2.0,2.0,2,7,7.5,8.5,0.0,0.0
6.9,40.0,0,5,3.0,3.0,4.0,4,6,4.0,10.0,0.0,0.0
6.0,36.6,0,5,3.0,4.0,4.0,4,7,3.0,10.0,0.0,0.0
5.5,53.0,0,5,2.0,2.0,2.0,3,7,3.0,17.0,0.0,0.0
6.49,46.0,0,5,2.0,2.0,3.0,1,7,3.9,11.0,0.0,0.0
6.8,60.0,0,5,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
4.8,45.0,0,5,2.0,3.0,2.0,3,6,3.6,13.0,0.0,0.0
10.25,28.0,3,5,4.0,4.0,4.0,2,5,3.5,8.0,0.0,0.0
6.85,63.0,0,5,4.0,4.0,3.0,1,2,4.0,12.0,0.0,0.0
18.0,95.0,0,5,6.0,6.0,3.0,4,2,4.2,24.0,0.0,0.0
15.45,53.0,0,5,5.0,4.0,4.0,3,7,3.5,15.5,0.0,0.0
5.6,41.0,3,5,3.0,3.0,3.0,1,7,5.0,9.0,0.0,0.0
10.8,28.0,3,5,4.0,3.0,4.0,2,5,3.5,8.0,0.0,0.0
7.2,48.0,0,5,3.0,3.0,3.0,1,7,4.5,10.0,0.0,0.0
10.9,60.0,2,5,2.0,3.0,3.0,3,7,4.0,12.0,0.0,0.0
14.0,63.7,3,5,5.0,6.0,4.0,2,2,3.82,17.0,0.0,0.0
2.35,13.0,0,5,2.0,2.0,2.0,4,7,4.0,12.0,0.0,0.0
2.35,24.0,0,5,2.0,1.0,3.0,2,2,3.0,8.0,0.0,0.0
6.5,46.0,0,5,2.0,3.0,2.0,3,2,4.0,11.0,0.0,0.0
3.4,22.0,0,5,2.0,3.0,3.0,1,7,4.0,12.0,0.0,0.0
11.9,88.0,0,5,2.0,3.0,2.0,3,2,4.9,18.0,0.0,0.0
8.0,60.0,0,5,4.0,4.0,4.0,1,2,4.6,13.0,0.0,0.0
5.5,48.0,0,5,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.5,66.0,0,5,6.0,6.0,2.0,1,7,3.3,20.0,0.0,0.0
11.2,64.0,0,5,5.0,3.0,4.0,1,7,4.2,12.0,0.0,0.0
9.99,72.0,0,5,2.0,2.0,2.0,3,7,4.5,16.0,0.0,0.0
17.9,60.0,3,5,6.0,5.0,5.0,4,6,4.0,12.0,0.0,0.0
5.45,60.0,0,5,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
11.8,45.0,3,5,3.0,5.0,5.0,4,7,3.1,15.0,0.0,0.0
7.99,80.0,0,5,4.0,3.0,3.0,1,6,4.2,17.0,0.0,0.0
4.1,40.0,0,5,4.0,4.0,3.0,3,7,4.0,12.0,0.0,0.0
7.6,36.0,0,5,3.0,4.0,4.0,4,7,4.1,8.0,0.0,0.0
11.5,80.0,2,5,4.0,5.0,4.0,3,7,4.0,20.0,0.0,0.0
13.5,96.0,2,5,5.0,6.0,3.0,2,7,4.0,24.0,0.0,0.0
8.75,50.0,0,5,3.0,3.0,3.0,4,6,4.0,12.3,0.0,0.0
2.0,19.0,0,5,1.0,1.0,3.0,1,2,4.0,12.0,0.0,0.0
1.98,10.0,0,5,1.0,1.0,3.0,1,2,4.0,12.0,0.0,0.0
1.85,11.0,0,5,2.0,1.0,2.0,1,6,4.0,12.0,0.0,0.0
4.75,30.0,0,5,2.0,2.0,2.0,3,7,4.0,7.5,0.0,0.0
5.7,54.0,0,5,3.0,2.0,2.0,2,7,5.0,12.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
5.68,23.0,0,5,2.0,3.0,5.0,4,7,3.7,6.0,0.0,0.0
9.95,70.0,0,5,4.0,4.0,2.0,1,7,7.0,12.0,0.0,0.0
6.25,40.0,0,5,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
3.95,36.0,0,5,2.0,2.0,3.0,1,2,4.0,12.0,0.0,0.0
7.39,40.0,2,5,6.0,4.0,4.0,1,2,4.0,10.0,0.0,0.0
23.5,125.0,0,5,10.0,3.0,3.0,1,7,8.0,17.0,0.0,0.0
9.87,42.0,0,5,3.0,4.0,2.0,1,7,8.0,5.0,0.0,0.0
28.0,105.0,3,5,6.0,6.0,6.0,4,2,6.6,18.0,0.0,0.0
7.8,36.0,0,5,3.0,4.0,4.0,4,6,5.0,8.0,0.0,0.0
13.999,79.2,0,5,8.0,6.0,5.0,4,7,6.8,15.8,0.0,0.0
13.8,90.0,0,5,5.0,3.0,3.0,3,7,6.0,15.0,0.0,0.0
2.08,17.0,0,5,2.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
8.0,60.0,0,5,4.0,4.0,3.0,1,2,4.0,12.0,0.0,0.0
16.5,76.6,3,5,8.0,6.0,4.0,4,2,4.0,20.0,0.0,0.0
4.99,48.0,0,5,2.0,2.0,2.0,1,1,4.0,12.0,0.0,0.0
1.75,42.0,3,4,2.0,2.0,1.0,1,7,6.0,7.0,0.0,0.0
4.125,41.0,0,5,1.0,1.0,2.0,1,1,3.6,11.5,0.0,0.0
6.25,36.0,0,5,3.0,2.0,2.0,3,2,9.0,4.0,0.0,0.0
8.6,67.0,3,5,3.0,3.0,3.0,1,7,4.0,12.0,0.0,0.0
4.1,41.0,0,5,2.0,1.0,2.0,0,7,4.0,10.5,0.0,0.0
3.98,32.0,0,5,2.0,3.0,2.0,4,2,5.3,7.0,0.0,0.0
3.98,35.0,0,5,2.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
7.5,65.0,2,5,5.0,5.0,5.0,2,6,4.0,12.0,0.0,0.0
4.5,28.8,0,5,2.0,2.0,3.0,1,2,3.0,10.0,0.0,0.0
7.3,45.0,0,5,2.0,2.0,2.0,2,7,4.3,11.0,0.0,0.0
3.8,54.0,0,5,2.0,2.0,1.0,3,6,5.0,11.0,0.0,0.0
18.0,52.7,3,5,5.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
13.8,91.0,0,5,6.0,6.0,4.0,2,7,4.0,24.0,0.0,0.0
7.8,34.0,0,5,4.0,4.0,3.0,4,7,3.0,12.0,0.0,0.0
7.99,46.0,0,5,4.0,3.0,4.0,3,7,4.0,11.0,0.0,0.0
14.2,90.0,0,5,10.0,6.0,5.0,4,6,4.8,20.0,0.0,0.0
7.8,40.0,0,5,3.0,4.0,3.0,4,7,4.0,10.0,0.0,0.0
6.25,35.0,0,5,3.0,3.0,2.0,1,2,4.0,12.0,0.0,0.0
7.65,50.0,0,5,4.0,5.0,4.0,3,6,4.0,13.0,0.0,0.0
5.96,50.2,0,5,2.0,3.0,3.0,1,7,4.0,12.0,0.0,0.0
8.75,50.0,0,5,4.0,2.0,3.0,4,7,3.3,15.0,0.0,0.0
7.948,84.0,0,5,1.0,1.0,3.0,1,7,4.0,21.0,0.0,0.0
6.78,60.0,0,5,3.0,2.0,2.0,3,6,4.0,12.0,0.0,0.0
5.7,42.0,0,5,3.0,3.0,4.0,2,7,4.2,10.0,0.0,0.0
4.15,41.0,0,5,2.0,2.0,2.0,1,2,3.6,11.5,0.0,0.0
6.28,45.0,0,5,2.0,2.0,2.0,1,2,4.5,10.0,0.0,0.0
27.0,80.0,3,5,5.0,5.0,5.0,2,2,5.5,15.0,0.0,0.0
15.0,108.0,2,5,10.0,6.0,3.0,1,2,4.2,24.0,0.0,0.0
6.45,45.0,0,5,3.0,3.0,3.0,1,2,5.0,9.0,0.0,0.0
13.0,62.0,0,5,4.0,5.0,4.0,4,7,4.0,15.0,0.0,0.0
11.2,62.0,0,5,5.0,5.0,4.0,1,7,4.2,15.0,0.0,0.0
4.7,37.0,0,5,1.0,3.0,3.0,1,7,4.0,12.0,0.0,0.0
11.79,46.0,0,5,3.0,4.0,3.0,4,2,3.0,15.0,0.0,0.0
4.15,41.0,0,5,3.0,2.0,2.0,2,6,4.0,10.0,0.0,0.0
7.8,32.0,0,5,4.0,4.0,3.0,1,2,3.5,10.0,0.0,0.0
11.3,54.0,0,5,6.0,6.0,4.0,3,7,4.5,11.0,0.0,0.0
9.0,90.0,0,5,4.0,3.0,2.0,2,7,4.0,22.0,0.0,0.0
7.99,60.0,0,5,4.0,4.0,4.0,3,7,4.6,13.0,0.0,0.0
3.9,28.0,0,5,2.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
21.5,70.0,3,5,3.0,3.0,2.0,3,2,4.2,16.5,0.0,0.0
5.2,48.0,0,5,2.0,3.0,2.0,1,6,4.0,12.0,0.0,0.0
19.99,63.0,3,5,9.0,6.0,5.0,3,2,4.2,15.0,0.0,0.0
3.9,25.0,0,5,2.0,2.0,2.0,3,6,3.0,9.0,0.0,0.0
6.25,36.0,0,5,3.0,2.0,3.0,4,2,10.6,3.5,0.0,0.0
7.65,40.0,0,5,3.0,3.0,5.0,3,7,5.0,8.0,0.0,0.0
20.2,144.0,4,5,5.0,3.0,3.0,1,7,8.0,18.0,0.0,0.0
7.6,39.0,0,5,4.0,3.0,5.0,4,7,4.7,9.0,0.0,0.0
7.7,49.0,0,5,4.0,4.0,4.0,0,7,4.0,12.0,0.0,0.0
8.0,40.0,0,5,3.0,3.0,2.0,4,7,4.0,10.0,0.0,0.0
4.75,30.0,0,5,2.0,2.0,2.0,3,7,4.0,7.5,0.0,0.0
3.7,28.0,0,5,3.0,3.0,3.0,1,2,2.3,13.0,0.0,0.0
5.88,23.0,0,5,2.0,3.0,4.0,4,7,3.7,6.0,0.0,0.0
10.75,61.0,0,5,9.0,6.0,6.0,4,7,4.3,15.0,0.0,0.0
3.75,40.0,0,5,2.0,2.0,2.0,2,7,3.7,11.0,0.0,0.0
6.25,43.2,0,5,3.0,3.0,2.0,4,7,9.0,4.8,0.0,0.0
4.3,33.0,3,5,2.0,2.0,2.0,0,2,5.2,6.5,0.0,0.0
10.0,54.0,0,5,5.0,5.0,4.0,4,7,5.0,11.0,0.0,0.0
19.9,158.0,0,5,10.0,6.0,2.0,3,7,4.0,12.0,0.0,0.0
7.98,50.0,0,5,5.0,3.0,4.0,3,2,5.0,10.0,0.0,0.0
26.0,200.0,4,5,6.0,3.0,2.0,4,2,10.0,20.0,0.0,0.0
16.0,110.0,0,5,10.0,3.0,3.0,3,2,6.0,19.5,0.0,0.0
23.0,135.0,3,5,5.0,5.0,3.0,1,2,6.0,23.0,0.0,0.0
7.8,42.0,0,5,4.0,4.0,3.0,4,7,3.5,12.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
11.8,61.1,0,5,2.0,3.0,3.0,1,7,4.2,15.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.25,36.0,0,5,3.0,2.0,2.0,4,2,9.0,4.0,0.0,0.0
6.8,48.0,0,5,5.0,6.0,4.0,1,7,4.0,12.0,0.0,0.0
3.4,22.0,0,5,2.0,3.0,3.0,1,2,4.5,6.2,0.0,0.0
3.4,22.0,0,5,2.0,3.0,3.0,1,2,4.6,6.1,0.0,0.0
5.39,58.0,0,5,3.0,2.0,3.0,3,7,4.0,12.0,0.0,0.0
22.999,165.0,0,5,5.0,5.0,2.0,2,7,9.0,18.5,0.0,0.0
7.85,36.0,0,5,3.0,4.0,4.0,4,6,4.1,8.0,0.0,0.0
8.0,60.0,0,5,4.0,4.0,3.0,1,2,4.6,13.0,0.0,0.0
6.25,36.0,0,5,3.0,2.0,2.0,4,2,9.0,4.0,0.0,0.0
7.7,30.0,0,5,3.0,3.0,3.0,1,7,4.0,12.0,0.0,0.0
5.45,22.0,0,5,3.0,3.0,3.0,4,7,5.0,4.5,0.0,0.0
7.85,36.0,0,5,3.0,3.0,3.0,1,6,4.0,12.0,0.0,0.0
4.68,42.0,0,5,2.0,2.0,3.0,1,2,4.0,8.0,0.0,0.0
3.8,55.0,0,5,2.0,2.0,2.0,3,2,5.0,11.0,0.0,0.0
6.8,36.0,0,5,5.0,3.0,4.0,2,2,3.6,10.0,0.0,0.0
5.3,33.0,0,5,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
7.0,46.0,0,5,4.0,3.0,3.0,3,7,4.0,12.0,0.0,0.0
4.8,50.0,0,5,4.0,4.0,3.0,3,7,4.0,12.0,0.0,0.0
6.8,60.0,0,5,3.0,2.0,3.0,3,7,3.4,17.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
17.0,85.0,3,5,4.0,3.0,3.0,1,7,4.5,20.0,0.0,0.0
3.8,48.0,0,5,3.0,2.0,3.0,1,2,4.0,12.0,0.0,0.0
3.8,55.0,0,5,2.0,2.0,1.0,1,2,5.0,11.0,0.0,0.0
2.8,24.0,0,5,2.0,2.0,2.0,1,2,4.0,12.0,0.0,0.0
6.45,43.9,0,5,3.0,3.0,2.0,4,6,9.0,5.0,0.0,0.0
6.8,35.0,0,5,3.0,3.0,3.0,3,2,4.6,8.0,0.0,0.0
6.85,63.0,0,5,4.0,4.0,3.0,3,7,4.0,12.0,0.0,0.0
9.3,60.0,4,5,4.0,3.0,4.0,1,7,4.0,12.0,0.0,0.0
5.3,61.0,0,5,7.0,6.0,3.0,1,7,4.0,15.0,0.0,0.0
5.9,32.0,0,5,4.0,3.0,3.0,1,6,4.0,12.0,0.0,0.0
6.35,72.0,0,5,5.0,3.0,3.0,1,7,6.0,12.0,0.0,0.0
14.0,90.0,0,5,5.0,6.0,3.0,3,7,4.5,20.0,0.0,0.0
6.3,31.0,0,5,3.0,3.0,4.0,4,2,3.7,8.0,0.0,0.0
6.25,35.6,0,5,3.0,2.0,3.0,4,2,4.0,12.0,0.0,0.0
5.45,25.0,0,5,2.0,3.0,4.0,4,2,4.0,12.0,0.0,0.0
4.8,31.0,0,5,2.0,1.0,2.0,1,2,3.0,11.0,0.0,0.0
2.0,32.0,0,5,2.0,2.0,2.0,3,6,4.1,8.0,0.0,0.0
4.5,30.0,0,5,3.0,3.0,3.0,1,2,3.0,10.0,0.0,0.0
39.9,286.0,0,5,10.0,3.0,3.0,1,7,10.0,28.6,0.0,0.0
6.8,59.0,0,5,3.0,3.0,3.0,1,6,4.0,12.0,0.0,0.0
5.0,25.0,0,5,2.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
10.5,52.0,0,5,3.0,3.0,3.0,1,7,4.6,11.0,0.0,0.0
7.98,81.0,0,5,3.0,3.0,3.0,1,2,5.78,14.0,0.0,0.0
5.9,69.0,0,5,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
13.5,90.0,0,5,3.0,4.0,3.0,1,7,4.0,23.0,0.0,0.0
6.3,47.0,0,5,5.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.8,60.0,0,5,3.0,2.0,2.0,4,6,3.5,17.0,0.0,0.0
5.9,60.0,0,5,2.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
23.0,164.0,0,5,2.0,3.0,2.0,0,7,9.0,18.0,0.0,0.0
1.9,10.0,0,5,2.0,1.0,3.0,1,7,2.5,4.0,0.0,0.0
4.0,40.0,0,5,2.0,2.0,3.0,1,2,4.0,12.0,0.0,0.0
10.9,63.0,0,5,4.0,4.0,4.0,1,7,4.0,12.0,0.0,0.0
9.3,60.0,0,5,4.0,4.0,3.0,1,7,4.0,12.0,0.0,0.0
8.6,68.0,0,5,4.0,5.0,3.0,1,7,4.0,12.0,0.0,0.0
13.8,66.0,3,5,6.0,6.0,5.0,3,2,4.0,19.0,0.0,0.0
26.0,205.0,4,5,7.0,6.0,3.0,1,7,4.0,12.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
5.45,60.0,0,5,3.0,3.0,3.0,1,6,4.2,14.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
3.9,25.0,0,5,2.0,2.0,2.0,2,6,4.0,6.0,0.0,0.0
13.5,90.0,0,5,3.0,4.0,3.0,3,2,4.0,23.0,0.0,0.0
6.39,29.0,0,5,5.0,5.0,4.0,3,2,3.0,10.0,0.0,0.0
6.8,36.0,0,5,5.0,3.0,3.0,1,2,3.6,10.0,0.0,0.0
7.75,48.0,0,5,4.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
13.5,91.0,0,5,4.0,3.0,2.0,4,7,4.5,19.0,0.0,0.0
13.5,90.0,0,5,3.0,4.0,4.0,1,7,4.02,23.0,0.0,0.0
13.5,70.0,0,5,10.0,6.0,6.0,3,7,4.0,18.0,0.0,0.0
5.45,22.0,0,5,2.0,3.0,4.0,4,2,5.0,4.5,0.0,0.0
9.49,80.0,0,5,4.0,5.0,3.0,3,7,4.0,20.0,0.0,0.0
5.2,24.0,0,5,3.0,2.0,3.0,3,7,6.0,4.0,0.0,0.0
10.75,61.0,0,5,7.0,6.0,6.0,4,7,4.3,15.0,0.0,0.0
4.55,32.0,0,5,3.0,3.0,3.0,0,2,3.0,12.0,0.0,0.0
7.1,50.0,0,5,4.0,5.0,5.0,4,6,4.0,12.5,0.0,0.0
13.5,92.0,0,5,3.0,4.0,3.0,3,7,4.0,23.0,0.0,0.0
42.0,181.0,3,5,4.0,4.0,3.0,3,2,9.0,22.0,0.0,0.0
7.85,32.8,0,5,3.0,4.0,4.0,4,2,4.1,8.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
7.36,38.0,0,5,3.0,3.0,5.0,4,7,5.6,7.0,0.0,0.0
6.149,36.0,0,5,3.0,2.0,2.0,4,2,4.0,12.0,0.0,0.0
5.45,25.0,0,5,2.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
13.4,83.0,0,5,4.0,3.0,4.0,3,2,4.5,18.0,0.0,0.0
5.69,72.9,2,5,4.0,6.0,5.0,4,5,4.5,16.2,0.0,0.0
5.45,60.0,0,5,3.0,2.0,2.0,2,2,4.0,15.0,0.0,0.0
4.68,32.0,0,5,2.0,2.0,2.0,1,2,4.0,8.0,0.0,0.0
7.6,79.0,0,5,1.0,1.0,1.0,1,7,5.5,15.0,0.0,0.0
6.0,57.0,0,5,3.0,2.0,2.0,1,7,3.1,18.0,0.0,0.0
7.5,80.0,0,5,2.0,1.0,1.0,1,2,4.0,20.0,0.0,0.0
5.0,60.0,0,5,3.0,3.0,3.0,1,2,4.0,15.0,0.0,0.0
3.5,25.0,0,5,2.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.25,36.0,0,5,3.0,4.0,4.0,4,2,4.0,9.0,0.0,0.0
6.25,36.0,0,5,3.0,2.0,2.0,4,2,4.0,9.0,0.0,0.0
6.5,56.0,0,5,2.0,2.0,1.0,2,2,4.2,13.5,0.0,0.0
6.4,45.0,0,5,2.0,2.0,2.0,1,2,4.0,12.0,0.0,0.0
6.3,31.0,0,5,3.0,3.0,3.0,1,6,4.0,12.0,0.0,0.0
4.35,25.0,0,5,2.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.25,36.0,0,5,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.3,31.0,0,5,3.0,3.0,3.0,1,6,4.0,12.0,0.0,0.0
6.25,40.0,0,5,3.0,3.0,2.0,3,6,4.0,10.0,0.0,0.0
22.5,87.0,3,5,10.0,6.0,7.0,4,7,4.3,20.0,0.0,0.0
15.0,72.0,0,5,10.0,6.0,3.0,1,7,4.0,12.0,0.0,0.0
3.99,36.0,0,5,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
3.0,24.0,0,5,2.0,2.0,2.0,1,2,3.3,7.5,0.0,0.0
5.85,67.7,0,5,4.0,4.0,3.0,3,7,4.4,15.4,0.0,0.0
4.95,54.0,0,5,2.0,3.0,3.0,1,6,4.0,12.0,0.0,0.0
3.68,18.0,0,5,2.0,2.0,2.0,4,2,3.3,5.5,0.0,0.0
5.99,50.0,0,5,4.0,5.0,4.0,2,2,4.2,12.0,0.0,0.0
13.4,83.0,0,5,4.0,6.0,4.0,4,7,4.5,18.0,0.0,0.0
4.75,30.0,0,5,2.0,2.0,1.0,1,7,4.0,7.5,0.0,0.0
2.75,20.0,0,5,10.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
